MeshA	MeshB	FacesA	FacesB	Pairs	Time_ms	Mpairs_s	Intersected
Allen_amygdalohippocampal_area_L.off	VH_F_right_superior_bronchopulmonary_segment.off	106	2894	306764	0.101477	3022.99	0	0
Allen_amygdalohippocampal_area_L.off	VH_F_right_superior_bronchus.off	106	778	82468	0.046124	1787.96	0	0
Allen_amygdalohippocampal_area_L.off	VH_F_right_superior_lobar_bronchus.off	106	348	36888	0.028271	1304.8	0	0
Allen_amygdalohippocampal_area_L.off	VH_F_right_ureter.off	106	12952	1372912	0.370253	3708.04	0	0
Allen_amygdalohippocampal_area_L.off	VH_F_right_uterine_artery.off	106	1414	149884	0.059176	2532.85	0	0
Allen_amygdalohippocampal_area_L.off	VH_F_right_uterine_vein.off	106	2350	249100	0.084068	2963.08	0	0
Allen_amygdalohippocampal_area_L.off	VH_F_right_ventricle.off	106	17402	1844612	0.429086	4298.93	0	0
Allen_amygdalohippocampal_area_L.off	VH_F_round_ligament_of_liver.off	106	616	65296	0.036783	1775.17	0	0
Allen_amygdalohippocampal_area_L.off	VH_F_sacrum.off	106	19636	2081416	0.500907	4155.29	0	0
Allen_amygdalohippocampal_area_L.off	VH_F_schlemms_canal_L.off	106	50412	5343672	1.1373	4698.56	0	0
Allen_amygdalohippocampal_area_L.off	VH_F_schlemms_canal_R.off	106	50412	5343672	1.15433	4629.24	0	0
Allen_amygdalohippocampal_area_L.off	VH_F_sclera_L.off	106	24380	2584280	0.577755	4472.97	0	0
Allen_amygdalohippocampal_area_L.off	VH_F_sclera_R.off	106	24380	2584280	0.565042	4573.61	0	0
Allen_amygdalohippocampal_area_L.off	VH_F_second_lumbar_spinal_cord_segment.off	106	14340	1520040	0.349002	4355.39	0	0
Allen_amygdalohippocampal_area_L.off	VH_F_second_sacral_spinal_cord_segment.off	106	13852	1468312	0.351717	4174.7	0	0
Allen_amygdalohippocampal_area_L.off	VH_F_second_thoracic_spinal_cord_segment.off	106	11956	1267336	0.31585	4012.46	0	0
Allen_amygdalohippocampal_area_L.off	VH_F_seventh_thoracic_spinal_cord_segment.off	106	11456	1214336	0.318423	3813.59	0	0
Allen_amygdalohippocampal_area_L.off	VH_F_sigmoid_artery_a.off	106	816	86496	0.04515	1915.75	0	0
Allen_amygdalohippocampal_area_L.off	VH_F_sigmoid_artery_b.off	106	538	57028	0.035194	1620.39	0	0
Allen_amygdalohippocampal_area_L.off	VH_F_sigmoid_artery_c.off	106	664	70384	0.042054	1673.66	0	0
Allen_amygdalohippocampal_area_L.off	VH_F_sigmoid_colon.off	106	3188	337928	0.105436	3205.05	0	0
Allen_amygdalohippocampal_area_L.off	VH_F_sigmoid_vein_a.off	106	442	46852	0.031389	1492.62	0	0
Allen_amygdalohippocampal_area_L.off	VH_F_sigmoid_vein_b.off	106	1796	190376	0.073493	2590.4	0	0
Allen_amygdalohippocampal_area_L.off	VH_F_sigmoid_vein_c.off	106	760	80560	0.042549	1893.35	0	0
Allen_amygdalohippocampal_area_L.off	VH_F_sixth_thoracic_spinal_cord_segment.off	106	11152	1182112	0.308951	3826.21	0	0
Allen_amygdalohippocampal_area_L.off	VH_F_skin.off	106	382640	40559840	9.11339	4450.58	0	0
Allen_amygdalohippocampal_area_L.off	VH_F_skin_small.off	106	382640	40559840	8.31519	4877.8	0	0
Allen_amygdalohippocampal_area_L.off	VH_F_small_cardiac_vein.off	106	4868	516008	0.155692	3314.29	0	0
Allen_amygdalohippocampal_area_L.off	VH_F_sphincter_of_heptopancreatic_ampulla.off	106	5394	571764	0.163928	3487.9	0	0
Allen_amygdalohippocampal_area_L.off	VH_F_splenic_artery.off	106	5964	632184	0.186322	3392.96	0	0
Allen_amygdalohippocampal_area_L.off	VH_F_splenic_flexure_of_colon.off	106	1852	196312	0.081081	2421.18	0	0
Allen_amygdalohippocampal_area_L.off	VH_F_splenic_vein.off	106	9736	1032016	0.284234	3630.87	0	0
Allen_amygdalohippocampal_area_L.off	VH_F_superior_mesenteric_artery.off	106	3098	328388	0.1025	3203.79	0	0
Allen_amygdalohippocampal_area_L.off	VH_F_superior_mesenteric_vein.off	106	4536	480816	0.18116	2654.1	0	0
Allen_amygdalohippocampal_area_L.off	VH_F_superior_ophthalmic_vein_L.off	106	13412	1421672	0.409544	3471.35	0	0
Allen_amygdalohippocampal_area_L.off	VH_F_superior_ophthalmic_vein_R.off	106	13410	1421460	0.337405	4212.92	0	0
Allen_amygdalohippocampal_area_L.off	VH_F_superior_rectal_artery.off	106	2114	224084	0.072583	3087.28	0	0
Allen_amygdalohippocampal_area_L.off	VH_F_superior_rectal_vein.off	106	3620	383720	0.116488	3294.07	0	0
Allen_amygdalohippocampal_area_L.off	VH_F_superior_vena_cava.off	106	4356	461736	0.134413	3435.2	0	0
Allen_amygdalohippocampal_area_L.off	VH_F_suprarenal_impression_of_liver.off	106	218	23108	0.026605	868.559	0	0
Allen_amygdalohippocampal_area_L.off	VH_F_suspensory_ligament_of_lens_L.off	106	20912	2216672	0.525368	4219.27	0	0
Allen_amygdalohippocampal_area_L.off	VH_F_suspensory_ligament_of_lens_R.off	106	20912	2216672	0.740309	2994.25	0	0
Allen_amygdalohippocampal_area_L.off	VH_F_suspensory_ligaments_L.off	106	88556	9386936	1.9549	4801.75	0	0
Allen_amygdalohippocampal_area_L.off	VH_F_suspensory_ligaments_R.off	106	103364	10956584	2.62923	4167.22	0	0
Allen_amygdalohippocampal_area_L.off	VH_F_tail_of_pancreas.off	106	2822	299132	0.101099	2958.8	0	0
Allen_amygdalohippocampal_area_L.off	VH_F_tenth_thoracic_spinal_cord_segment.off	106	11950	1266700	0.318472	3977.43	0	0
Allen_amygdalohippocampal_area_L.off	VH_F_third_lumbar_spinal_cord_segment.off	106	13466	1427396	0.381445	3742.08	0	0
Allen_amygdalohippocampal_area_L.off	VH_F_third_sacral_spinal_cord_segment.off	106	13192	1398352	0.34245	4083.38	0	0
Allen_amygdalohippocampal_area_L.off	VH_F_third_thoracic_spinal_cord_segment.off	106	11534	1222604	0.407711	2998.7	0	0
Allen_amygdalohippocampal_area_L.off	VH_F_thymus_lobe_L.off	106	2144	227264	0.076958	2953.09	0	0
Allen_amygdalohippocampal_area_L.off	VH_F_thymus_lobe_R.off	106	1720	182320	0.091224	1998.6	0	0
Allen_amygdalohippocampal_area_L.off	VH_F_thyroid_cartilage.off	106	4560	483360	0.146139	3307.54	0	0
Allen_amygdalohippocampal_area_L.off	VH_F_tibia_L.off	106	3490	369940	0.123467	2996.27	0	0
Allen_amygdalohippocampal_area_L.off	VH_F_tibia_R.off	106	3490	369940	0.144536	2559.5	0	0
Allen_amygdalohippocampal_area_L.off	VH_F_trabecular_meshwork_L.off	106	48988	5192728	1.11203	4669.59	0	0
Allen_amygdalohippocampal_area_L.off	VH_F_trabecular_meshwork_R.off	106	49004	5194424	1.11155	4673.13	0	0
Allen_amygdalohippocampal_area_L.off	VH_F_tracheal_cartilage.off	106	21210	2248260	0.519904	4324.38	0	0
Allen_amygdalohippocampal_area_L.off	VH_F_trachea.off	106	2414	255884	0.093707	2730.68	0	0
Allen_amygdalohippocampal_area_L.off	VH_F_transverse_colon.off	106	5308	562648	0.1997	2817.47	0	0
Allen_amygdalohippocampal_area_L.off	VH_F_triangular_ligament_of_liver.off	106	316	33496	0.028326	1182.52	0	0
Allen_amygdalohippocampal_area_L.off	VH_F_tricuspid_valve.off	106	21212	2248472	0.574587	3913.2	0	0
Allen_amygdalohippocampal_area_L.off	VH_F_trigone_of_urinary_bladder.off	106	3866	409796	0.121192	3381.38	0	0
Allen_amygdalohippocampal_area_L.off	VH_F_trochlear_groove_L.off	106	78	8268	0.022844	361.933	0	0
Allen_amygdalohippocampal_area_L.off	VH_F_trochlear_groove_R.off	106	78	8268	0.022452	368.252	0	0
Allen_amygdalohippocampal_area_L.off	VH_F_twelfth_thoracic_spinal_cord_segment.off	106	12206	1293836	0.323141	4003.94	0	0
Allen_amygdalohippocampal_area_L.off	VH_F_umbilical_artery_1.off	106	10680	1132080	0.296621	3816.59	0	0
Allen_amygdalohippocampal_area_L.off	VH_F_umbilical_artery_2.off	106	12420	1316520	0.370388	3554.43	0	0
Allen_amygdalohippocampal_area_L.off	VH_F_umbilical_cord.off	106	30426	3225156	0.829165	3889.64	0	0
Allen_amygdalohippocampal_area_L.off	VH_F_umbilical_vein.off	106	10160	1076960	0.300086	3588.84	0	0
Allen_amygdalohippocampal_area_L.off	VH_F_uncinate_process.off	106	1162	123172	0.055581	2216.08	0	0
Allen_amygdalohippocampal_area_L.off	VH_F_ureteral_orifice_L.off	106	302	32012	0.027019	1184.8	0	0
Allen_amygdalohippocampal_area_L.off	VH_F_ureteral_orifice_R.off	106	258	27348	0.027325	1000.84	0	0
Allen_amygdalohippocampal_area_L.off	VH_F_urinary_bladder_neck_smooth_muscle.off	106	2092	221752	0.084258	2631.82	0	0
Allen_amygdalohippocampal_area_L.off	VH_F_uterine_tube_infundibulum_L.off	106	2372	251432	0.085671	2934.86	0	0
Allen_amygdalohippocampal_area_L.off	VH_F_uterine_tube_infundibulum_R.off	106	2468	261608	0.158124	1654.45	0	0
Allen_amygdalohippocampal_area_L.off	VH_F_vermiform_appendix.off	106	294	31164	0.029199	1067.3	0	0
Allen_amygdalohippocampal_area_L.off	VH_F_vitreous_humor_L.off	106	74860	7935160	1.69259	4688.18	0	0
Allen_amygdalohippocampal_area_L.off	VH_F_vitreous_humor_R.off	106	74860	7935160	1.75078	4532.36	0	0
Allen_amygdalohippocampal_area_L.off	VH_M_anterior_cardiac_vein.off	106	392	41552	0.029311	1417.62	0	0
Allen_amygdalohippocampal_area_L.off	VH_M_anterior_cruciate_enthesis_L.off	106	176	18656	0.023587	790.944	0	0
Allen_amygdalohippocampal_area_L.off	VH_M_anterior_cruciate_enthesis_R.off	106	184	19504	0.023653	824.589	0	0
Allen_amygdalohippocampal_area_L.off	VH_M_anterior_fibromuscular_stroma_L.off	106	1294	137164	0.056448	2429.92	0	0
Allen_amygdalohippocampal_area_L.off	VH_M_anterior_fibromuscular_stroma_R.off	106	1278	135468	0.063791	2123.62	0	0
Allen_amygdalohippocampal_area_L.off	VH_M_anterior_segmental_right_hepatic_artery.off	106	486	51516	0.032568	1581.8	0	0
Allen_amygdalohippocampal_area_L.off	VH_M_aortic_arch.off	106	3636	385416	0.126562	3045.27	0	0
Allen_amygdalohippocampal_area_L.off	VH_M_aortic_valve.off	106	3114	330084	0.104502	3158.64	0	0
Allen_amygdalohippocampal_area_L.off	VH_M_apex_of_prostate.off	106	766	81196	0.041972	1934.53	0	0
Allen_amygdalohippocampal_area_L.off	VH_M_aqueous_humor_L.off	106	11386	1206916	0.315038	3831.02	0	0
Allen_amygdalohippocampal_area_L.off	VH_M_aqueous_humor_R.off	106	11386	1206916	0.311481	3874.77	0	0
Allen_amygdalohippocampal_area_L.off	VH_M_articular_cartilage_of_knee_L.off	106	2396	253976	0.085114	2983.95	0	0
Allen_amygdalohippocampal_area_L.off	VH_M_articular_cartilage_of_knee_R.off	106	2372	251432	0.086753	2898.25	0	0
Allen_amygdalohippocampal_area_L.off	VH_M_arytenoid_cartilage_L.off	106	1836	194616	0.070146	2774.44	0	0
Allen_amygdalohippocampal_area_L.off	VH_M_arytenoid_cartilage_R.off	106	1384	146704	0.057684	2543.24	0	0
Allen_amygdalohippocampal_area_L.off	VH_M_ascending_aorta.off	106	2066	218996	0.078964	2773.37	0	0
Allen_amygdalohippocampal_area_L.off	VH_M_ascending_colon.off	106	4822	511132	0.1524	3353.88	0	0
Allen_amygdalohippocampal_area_L.off	VH_M_bare_area_of_liver.off	106	4780	506680	0.151269	3349.53	0	0
Allen_amygdalohippocampal_area_L.off	VH_M_base_of_prostate.off	106	2624	278144	0.104582	2659.58	0	0
Allen_amygdalohippocampal_area_L.off	VH_M_body_of_pancreas.off	106	6366	674796	0.192935	3497.53	0	0
Allen_amygdalohippocampal_area_L.off	VH_M_brachiocephalic_artery_a.off	106	566	59996	0.033715	1779.5	0	0
Allen_amygdalohippocampal_area_L.off	VH_M_brachiocephalic_artery_b.off	106	3078	326268	0.117187	2784.17	0	0
Allen_amygdalohippocampal_area_L.off	VH_M_brachiocephalic_vein_L.off	106	15662	1660172	0.385971	4301.29	0	0
Allen_amygdalohippocampal_area_L.off	VH_M_brachiocephalic_vein_R.off	106	7466	791396	0.224164	3530.43	0	0
Allen_amygdalohippocampal_area_L.off	VH_M_bronchus.off	106	1990	210940	0.084459	2497.54	0	0
Allen_amygdalohippocampal_area_L.off	VH_M_bulbar_conjunctiva_L.off	106	32072	3399632	0.988258	3440.02	0	0
Allen_amygdalohippocampal_area_L.off	VH_M_bulbar_conjunctiva_R.off	106	32068	3399208	0.740888	4588.02	0	0
Allen_amygdalohippocampal_area_L.off	VH_M_C1_segment_of_cervical_spinal_cord.off	106	830	87980	0.053492	1644.73	0	0
Allen_amygdalohippocampal_area_L.off	VH_M_C2_segment_of_cervical_spinal_cord.off	106	416	44096	0.029957	1471.98	0	0
Allen_amygdalohippocampal_area_L.off	VH_M_C3_segment_of_cervical_spinal_cord.off	106	698	73988	0.043444	1703.07	0	0
Allen_amygdalohippocampal_area_L.off	VH_M_C4_segment_of_cervical_spinal_cord.off	106	614	65084	0.036734	1771.76	0	0
Allen_amygdalohippocampal_area_L.off	VH_M_C5_segment_of_cervical_spinal_cord.off	106	764	80984	0.041858	1934.73	0	0
Allen_amygdalohippocampal_area_L.off	VH_M_C6_segment_of_cervical_spinal_cord.off	106	668	70808	0.038905	1820.02	0	0
Allen_amygdalohippocampal_area_L.off	VH_M_C7_segment_of_cervical_spinal_cord.off	106	564	59784	0.033838	1766.77	0	0
Allen_amygdalohippocampal_area_L.off	VH_M_C8_segment_of_cervical_spinal_cord.off	106	660	69960	0.038994	1794.12	0	0
Allen_amygdalohippocampal_area_L.off	VH_M_caecum.off	106	3540	375240	0.189259	1982.68	0	0
Allen_amygdalohippocampal_area_L.off	VH_M_carina.off	106	1312	139072	0.057787	2406.63	0	0
Allen_amygdalohippocampal_area_L.off	VH_M_cartilage_of_the_lobar_bronchus_L.off	106	5930	628580	0.178472	3522.01	0	0
Allen_amygdalohippocampal_area_L.off	VH_M_cartilage_of_the_lobar_bronchus_R.off	106	7838	830828	0.237697	3495.32	0	0
Allen_amygdalohippocampal_area_L.off	VH_M_cartilage_of_the_main_bronchus_L.off	106	4212	446472	0.131454	3396.41	0	0
Allen_amygdalohippocampal_area_L.off	VH_M_cartilage_of_the_main_bronchus_R.off	106	1470	155820	0.060117	2591.95	0	0
Allen_amygdalohippocampal_area_L.off	VH_M_cartilage_of_the_tertiary_bronchus_L.off	106	53384	5658704	1.20983	4677.29	0	0
Allen_amygdalohippocampal_area_L.off	VH_M_cartilage_of_the_tertiary_bronchus_R.off	106	52612	5576872	1.15984	4808.32	0	0
Allen_amygdalohippocampal_area_L.off	VH_M_caudate_lobe_of_liver.off	106	5068	537208	0.173965	3088.02	0	0
Allen_amygdalohippocampal_area_L.off	VH_M_celiac_trunk.off	106	724	76744	0.048613	1578.67	0	0
Allen_amygdalohippocampal_area_L.off	VH_M_central_retinal_artery_L.off	106	4786	507316	0.144795	3503.68	0	0
Allen_amygdalohippocampal_area_L.off	VH_M_central_retinal_artery_R.off	106	4786	507316	0.185274	2738.19	0	0
Allen_amygdalohippocampal_area_L.off	VH_M_central_retinal_vein_L.off	106	2078	220268	0.083179	2648.12	0	0
Allen_amygdalohippocampal_area_L.off	VH_M_central_retinal_vein_R.off	106	2078	220268	0.077292	2849.82	0	0
Allen_amygdalohippocampal_area_L.off	VH_M_central_zone_of_prostate_L.off	106	1470	155820	0.061201	2546.04	0	0
Allen_amygdalohippocampal_area_L.off	VH_M_central_zone_of_prostate_R.off	106	1622	171932	0.064652	2659.35	0	0
Allen_amygdalohippocampal_area_L.off	VH_M_ciliary_body_L.off	106	31756	3366136	0.738924	4555.46	0	0
Allen_amygdalohippocampal_area_L.off	VH_M_ciliary_body_R.off	106	31752	3365712	0.770976	4365.52	0	0
Allen_amygdalohippocampal_area_L.off	VH_M_ciliary_muscle_L.off	106	109184	11573504	2.39662	4829.1	0	0
Allen_amygdalohippocampal_area_L.off	VH_M_ciliary_muscle_R.off	106	109168	11571808	2.41811	4785.49	0	0
Allen_amygdalohippocampal_area_L.off	VH_M_ciliary_processes_L.off	106	51072	5413632	1.59462	3394.94	0	0
Allen_amygdalohippocampal_area_L.off	VH_M_ciliary_processes_R.off	106	51072	5413632	1.15448	4689.23	0	0
Allen_amygdalohippocampal_area_L.off	VH_M_coccyx.off	106	840	89040	0.04481	1987.06	0	0
Allen_amygdalohippocampal_area_L.off	VH_M_colic_impression_of_liver.off	106	1218	129108	0.054637	2363.01	0	0
Allen_amygdalohippocampal_area_L.off	VH_M_colic_surface_of_spleen.off	106	1572	166632	0.062085	2683.93	0	0
Allen_amygdalohippocampal_area_L.off	VH_M_common_hepatic_artery.off	106	640	67840	0.038276	1772.39	0	0
Allen_amygdalohippocampal_area_L.off	VH_M_common_iliac_vein_L.off	106	1050	111300	0.049882	2231.27	0	0
Allen_amygdalohippocampal_area_L.off	VH_M_common_iliac_vein_R.off	106	880	93280	0.054432	1713.7	0	0
Allen_amygdalohippocampal_area_L.off	VH_M_cornea_L.off	106	19560	2073360	0.661978	3132.07	0	0
Allen_amygdalohippocampal_area_L.off	VH_M_cornea_R.off	106	19560	2073360	0.547972	3783.7	0	0
Allen_amygdalohippocampal_area_L.off	VH_M_corneo_scleral_junction_L.off	106	9852	1044312	0.285532	3657.43	0	0
Allen_amygdalohippocampal_area_L.off	VH_M_corneo_scleral_junction_R.off	106	9848	1043888	0.287312	3633.29	0	0
Allen_amygdalohippocampal_area_L.off	VH_M_corniculate_cartilage_L.off	106	270	28620	0.029923	956.455	0	0
Allen_amygdalohippocampal_area_L.off	VH_M_corniculate_cartilage_R.off	106	358	37948	0.028551	1329.13	0	0
Allen_amygdalohippocampal_area_L.off	VH_M_coronary_ligament_of_liver.off	106	1122	118932	0.049946	2381.21	0	0
Allen_amygdalohippocampal_area_L.off	VH_M_coronary_sinus.off	106	1380	146280	0.060764	2407.35	0	0
Allen_amygdalohippocampal_area_L.off	VH_M_cricoid_cartilage.off	106	2130	225780	0.07906	2855.81	0	0
Allen_amygdalohippocampal_area_L.off	VH_M_cystic_artery.off	106	248	26288	0.02629	999.924	0	0
Allen_amygdalohippocampal_area_L.off	VH_M_cystic_vein.off	106	814	86284	0.083741	1030.37	0	0
Allen_amygdalohippocampal_area_L.off	VH_M_descending_aorta_a.off	106	5442	576852	0.200276	2880.29	0	0
Allen_amygdalohippocampal_area_L.off	VH_M_descending_aorta_b.off	106	8306	880436	0.254841	3454.84	0	0
Allen_amygdalohippocampal_area_L.off	VH_M_descending_colon.off	106	3618	383508	0.118159	3245.69	0	0
Allen_amygdalohippocampal_area_L.off	VH_M_diagonal_branch_of_anterior_descending_branch_of_left_coronary_artery.off	106	2038	216028	0.076155	2836.69	0	0
Allen_amygdalohippocampal_area_L.off	VH_M_diagonal_branch_of_left_anterior_descending_artery.off	106	3412	361672	0.110267	3279.97	0	0
Allen_amygdalohippocampal_area_L.off	VH_M_diaphragmatic_surface.off	106	12462	1320972	0.327545	4032.95	0	0
Allen_amygdalohippocampal_area_L.off	VH_M_diaphragmatic_surface_of_spleen.off	106	12492	1324152	0.327417	4044.24	0	0
Allen_amygdalohippocampal_area_L.off	VH_M_distal_most_point_of_medial_condyle_of_femur_L.off	106	184	19504	0.023749	821.256	0	0
Allen_amygdalohippocampal_area_L.off	VH_M_distal_most_point_of_medial_condyle_of_femur_R.off	106	182	19292	0.025007	771.464	0	0
Allen_amygdalohippocampal_area_L.off	VH_M_duodenal_ampulla.off	106	386	40916	0.031995	1278.82	0	0
Allen_amygdalohippocampal_area_L.off	VH_M_duodenal_impression_of_liver.off	106	288	30528	0.026962	1132.26	0	0
Allen_amygdalohippocampal_area_L.off	VH_M_duodenum_ascending.off	106	1116	118296	0.046971	2518.49	0	0
Allen_amygdalohippocampal_area_L.off	VH_M_duodenum_descending.off	106	756	80136	0.04533	1767.84	0	0
Allen_amygdalohippocampal_area_L.off	VH_M_duodenum_horizonal.off	106	918	97308	0.046853	2076.88	0	0
Allen_amygdalohippocampal_area_L.off	VH_M_duodenum_superior.off	106	586	62116	0.034112	1820.94	0	0
Allen_amygdalohippocampal_area_L.off	VH_M_eighth_thoracic_spinal_cord_segment.off	106	942	99852	0.046465	2148.97	0	0
Allen_amygdalohippocampal_area_L.off	VH_M_ejaculatory_duct.off	106	66688	7068928	1.47938	4778.31	0	0
Allen_amygdalohippocampal_area_L.off	VH_M_eleventh_thoracic_spinal_cord_segment.off	106	638	67628	0.036564	1849.58	0	0
Allen_amygdalohippocampal_area_L.off	VH_M_epiglottic_cartilage.off	106	890	94340	0.046186	2042.61	0	0
Allen_amygdalohippocampal_area_L.off	VH_M_esophageal_impression_of_liver.off	106	380	40280	0.035147	1146.04	0	0
Allen_amygdalohippocampal_area_L.off	VH_M_external_iliac_vein_L.off	106	930	98580	0.051521	1913.39	0	0
Allen_amygdalohippocampal_area_L.off	VH_M_external_iliac_vein_R.off	106	902	95612	0.042322	2259.16	0	0
Allen_amygdalohippocampal_area_L.off	VH_M_falciform_ligament.off	106	210	22260	0.024493	908.831	0	0
Allen_amygdalohippocampal_area_L.off	VH_M_femur_L.off	106	12782	1354892	0.334978	4044.72	0	0
Allen_amygdalohippocampal_area_L.off	VH_M_femur_R.off	106	12812	1358072	0.415517	3268.39	0	0
Allen_amygdalohippocampal_area_L.off	VH_M_fibula_L.off	106	3150	333900	0.103722	3219.18	0	0
Allen_amygdalohippocampal_area_L.off	VH_M_fibula_R.off	106	3150	333900	0.105043	3178.7	0	0
Allen_amygdalohippocampal_area_L.off	VH_M_fifth_lumbar_spinal_cord_segment.off	106	454	48124	0.036171	1330.46	0	0
Allen_amygdalohippocampal_area_L.off	VH_M_fifth_sacral_spinal_cord_segment.off	106	574	60844	0.038514	1579.79	0	0
Allen_amygdalohippocampal_area_L.off	VH_M_fifth_thoracic_spinal_cord_segment.off	106	822	87132	0.042579	2046.36	0	0
Allen_amygdalohippocampal_area_L.off	VH_M_first_lumbar_spinal_cord_segment.off	106	650	68900	0.038983	1767.44	0	0
Allen_amygdalohippocampal_area_L.off	VH_M_first_sacral_spinal_cord_segment.off	106	334	35404	0.029288	1208.82	0	0
Allen_amygdalohippocampal_area_L.off	VH_M_first_thoracic_spinal_cord_segment.off	106	670	71020	0.050567	1404.47	0	0
Allen_amygdalohippocampal_area_L.off	VH_M_fourth_lumbar_spinal_cord_segment.off	106	442	46852	0.030795	1521.42	0	0
Allen_amygdalohippocampal_area_L.off	VH_M_fourth_sacral_spinal_cord_segment.off	106	384	40704	0.033444	1217.08	0	0
Allen_amygdalohippocampal_area_L.off	VH_M_fourth_thoracic_spinal_cord_segment.off	106	1056	111936	0.052686	2124.59	0	0
Allen_amygdalohippocampal_area_L.off	VH_M_fovea_L.off	106	452	47912	0.040432	1185	0	0
Allen_amygdalohippocampal_area_L.off	VH_M_fovea_R.off	106	452	47912	0.031809	1506.24	0	0
Allen_amygdalohippocampal_area_L.off	VH_M_fundus_of_urinary_bladder_base1.off	106	8910	944460	0.267394	3532.09	0	0
Allen_amygdalohippocampal_area_L.off	VH_M_fundus_of_urinary_bladder_dome.off	106	7328	776768	0.220857	3517.06	0	0
Allen_amygdalohippocampal_area_L.off	VH_M_gastric_impression_of_liver.off	106	1098	116388	0.052266	2226.84	0	0
Allen_amygdalohippocampal_area_L.off	VH_M_gastric_surface_of_spleen.off	106	5596	593176	0.228511	2595.83	0	0
Allen_amygdalohippocampal_area_L.off	VH_M_great_cardiac_vein.off	106	560	59360	0.070603	840.757	0	0
Allen_amygdalohippocampal_area_L.off	VH_M_head_of_pancreas.off	106	5014	531484	0.156349	3399.34	0	0
Allen_amygdalohippocampal_area_L.off	VH_M_heart_left_ventricle.off	106	9350	991100	0.307642	3221.6	0	0
Allen_amygdalohippocampal_area_L.off	VH_M_heart_right_ventricle.off	106	27622	2927932	0.668813	4377.8	0	0
Allen_amygdalohippocampal_area_L.off	VH_M_hepataduodenal_ligament.off	106	456	48336	0.03154	1532.53	0	0
